name,facility_type,prefecture,city,address,postal_code,latitude,longitude,osm_type,osm_id,website
永山公園総合運動場,陸上競技場・トラック,東京都,,,,35.7917622,139.2603323,node,1657233011,
陸上競技場,陸上競技場・トラック,東京都,,,,35.7844911,139.6555718,node,2609493934,
フィールド アスレチックコース,陸上競技場・トラック,東京都,,,,35.7583293,139.422907,node,4396814943,
競技場,陸上競技場・トラック,東京都,,,,35.7494398,139.6215531,node,6520542713,
杉野学園グラウンド,陸上競技場・トラック,東京都,,,,35.6467155,139.4223973,node,11552548550,
bicycle track for kids,陸上競技場・トラック,東京都,,,,35.6864049,139.6355054,node,12458853898,
東京ドーム,競技場,東京都,文京区,文京区 後楽一丁目 3 61,112-0004,35.7055141,139.7519654,way,20028328,
体育館,競技場,東京都,,,,35.6258011,139.3450103,way,27557634,
多目的グラウンド,陸上競技場・トラック,東京都,,,,35.6284719,139.3383583,way,28484273,
三菱電機ビルソリューションズ・グランド,陸上競技場・トラック,東京都,,,,35.7286928,139.5041395,way,53754099,
武蔵野大学グラウンド,陸上競技場・トラック,東京都,,,,35.7198318,139.5006188,way,55054738,
武蔵川公園 ボール遊広場,陸上競技場・トラック,東京都,,,,35.7062735,139.5379373,way,59277421,
丸井グラウンド,陸上競技場・トラック,東京都,,,,35.7329557,139.5037186,way,59608916,
東亜学園グラウンド,陸上競技場・トラック,東京都,,,,35.7372732,139.5139547,way,59922337,
江戸川区陸上競技場,陸上競技場・トラック,東京都,,,,35.6552184,139.852602,way,71265989,
運動広場,陸上競技場・トラック,東京都,,,,35.7051991,139.71542,way,94177760,
上柚木公園陸上競技場,陸上競技場・トラック,東京都,,,,35.6193897,139.3700958,way,95490725,
六義公園運動場,陸上競技場・トラック,東京都,,,,35.7314474,139.7464049,way,131931102,
三種公認陸上競技場,陸上競技場・トラック,東京都,,,,35.7309174,139.300249,way,134301961,
有明コロシアム,競技場,東京都,,,,35.6364632,139.7901005,way,149130179,
向台運動場,陸上競技場・トラック,東京都,,,,35.7214775,139.5297283,way,152464579,
宮の下運動公園,陸上競技場・トラック,東京都,,,,35.7584778,139.3011551,way,164340381,
武蔵台少年野球場,陸上競技場・トラック,東京都,,,,35.6886898,139.4607592,way,184574907,
グラウンド,陸上競技場・トラック,東京都,,,,35.6761767,139.5377662,way,187943393,
成城学園第一グラウンド,陸上競技場・トラック,東京都,,,,35.6445001,139.6017419,way,215588687,
陸上競技場,陸上競技場・トラック,東京都,,,,35.6923978,139.4434987,way,229032995,
駒沢オリンピック公園総合運動場陸上競技場,陸上競技場・トラック,東京都,,,,35.6255783,139.6635754,way,229538469,
瑞穂ビューパーク競技場,陸上競技場・トラック,東京都,,,,35.7752138,139.3551899,way,238060872,
J&Sフィールド,陸上競技場・トラック,東京都,,,,35.6619038,139.5951595,way,248409715,
田園調布学園運動場,陸上競技場・トラック,東京都,,,,35.594072,139.6771769,way,257193602,
多目的広場 (1),陸上競技場・トラック,東京都,,,,35.5897475,139.6702108,way,260551160,
運動広場,陸上競技場・トラック,東京都,,,,35.568864,139.68144,way,263587252,
多摩市立陸上競技場,陸上競技場・トラック,東京都,,,,35.625009,139.4602871,way,286198905,
多目的広場,陸上競技場・トラック,東京都,,,,35.692104,139.9135056,way,296119263,
相原中央公園 多目的広場,陸上競技場・トラック,東京都,,,,35.6088211,139.3206753,way,332382665,
府中市民陸上競技場,陸上競技場・トラック,東京都,,,,35.6773125,139.475216,way,340558365,
陸上競技場,陸上競技場・トラック,東京都,,,,35.6401501,139.4002356,way,341776388,
陸上競技場,陸上競技場・トラック,東京都,,,,35.5942161,139.75374,way,360993590,
東京外国語大学陸上競技場,陸上競技場・トラック,東京都,,,,35.6726718,139.5208179,way,381694983,
金井スポーツ広場,陸上競技場・トラック,東京都,,,,35.5758426,139.4569386,way,381744601,
大門３丁目運動広場,陸上競技場・トラック,東京都,,,,35.7939207,139.2948153,way,383401494,
シクラメンスポーツ公園,陸上競技場・トラック,東京都,,,,35.7838274,139.3377715,way,390778615,
法政大学陸上競技場,陸上競技場・トラック,東京都,,,,35.6182826,139.2912315,way,442708294,
Children's Square,陸上競技場・トラック,東京都,,,,35.7172255,139.5896127,way,477833237,
陸上競技場,陸上競技場・トラック,東京都,,,,35.6229231,139.3844891,way,545834686,
武蔵野陸上競技場,陸上競技場・トラック,東京都,,,,35.7174073,139.5683737,way,569646178,
小曾木市民センター 運動広場,陸上競技場・トラック,東京都,,,,35.8174226,139.2749865,way,577445502,
黒沢１丁目第２運動広場,陸上競技場・トラック,東京都,,,,35.8143465,139.2645159,way,577760937,
黒沢中央運動場,陸上競技場・トラック,東京都,,,,35.8123661,139.2589469,way,577760939,
梅郷6丁目運動広場,陸上競技場・トラック,東京都,,,,35.7912749,139.2175953,way,616091487,
梅郷5丁目運動広場,陸上競技場・トラック,東京都,,,,35.7907499,139.2240835,way,616091496,
長淵8丁目運動広場,陸上競技場・トラック,東京都,,,,35.7794469,139.2615614,way,616091513,
駒木町１丁目運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 1 9 1,198-0053,35.7822797,139.254705,way,616091515,
長淵3丁目運動広場,陸上競技場・トラック,東京都,,,,35.7804229,139.2757348,way,616107030,
柚木町運動広場,陸上競技場・トラック,東京都,,,,35.7997704,139.2122919,way,616107039,
柚木町3丁目運動広場,陸上競技場・トラック,東京都,,,,35.8013155,139.2080889,way,616107042,
黒沢3丁目第2運動広場,陸上競技場・トラック,東京都,,,,35.7995061,139.2545998,way,617576416,
友田自治会館運動広場,陸上競技場・トラック,東京都,,,,35.771836,139.2888904,way,617576421,
友田町中央運動広場,陸上競技場・トラック,東京都,,,,35.7707637,139.2897085,way,617576432,
天ケ瀬運動広場,陸上競技場・トラック,東京都,,,,35.788471,139.2507661,way,636500836,
杉野学園グラウンド,陸上競技場・トラック,東京都,,,,35.6465729,139.4224084,way,637675637,
相原中央グラウンド,陸上競技場・トラック,東京都,,,,35.6103414,139.3177086,way,663308107,
多目的運動場,陸上競技場・トラック,東京都,,,,35.7776176,139.5898593,way,673102901,
有明アリーナ,競技場,東京都,,,,35.643429,139.7944021,way,746064107,
野上町２丁目運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 2 222,,35.7944671,139.2884732,way,746316694,
今寺四丁目運動広場,陸上競技場・トラック,東京都,,,,35.7956089,139.2999519,way,762825454,
スポーツ広場,陸上競技場・トラック,東京都,,,,35.6970255,139.656751,way,820384617,
国士舘大学 陸上競技場,陸上競技場・トラック,東京都,,,,35.6089471,139.4496646,way,825019133,
帝京大学八王子キャンパス 陸上競技場,陸上競技場・トラック,東京都,,,,35.6439472,139.4227601,way,847529148,
今寺１丁目運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 1 542 5,198-0021,35.8009944,139.2943671,way,929752871,
千ケ瀬町2丁目運動広場,陸上競技場・トラック,東京都,,,,35.7844708,139.2752797,way,937057248,
大門第１運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 1,198-0011,35.8007196,139.2877812,way,995761962,
大門第２運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 1 367 1,198-0014,35.7976627,139.2887857,way,995761963,
谷野運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 2 235 1,198-0013,35.8039965,139.2933213,way,998111508,
上の原グラウンド,陸上競技場・トラック,東京都,,,,35.7705367,139.5452868,way,1011468647,
台東リバーサイドスポーツセンター 陸上競技場,陸上競技場・トラック,東京都,,,,35.7181194,139.805248,way,1058919899,
代々木公園陸上競技場,陸上競技場・トラック,東京都,,,,35.6670248,139.6941365,way,1280884286,
ブリリアランニングスタジアム,陸上競技場・トラック,東京都,,,,35.6403957,139.7870049,way,1325631324,
天空のランニングコース,陸上競技場・トラック,東京都,,,,35.7281137,139.7218273,way,1339456863,
味の素ナショナルトレーニングセンター 陸上競技場,陸上競技場・トラック,東京都,,,,35.7712234,139.7098472,way,1346873901,
第一グラウンド,陸上競技場・トラック,東京都,,,,35.6617104,139.6860656,way,1466169135,
第一グランド,陸上競技場・トラック,東京都,,,,35.6614672,139.6854384,way,1466169136,
舎人公園陸上競技場,陸上競技場・トラック,東京都,,,,35.8006446,139.7689793,way,1475091687,
東京体育館陸上競技場,陸上競技場・トラック,東京都,渋谷区,渋谷区 千駄ヶ谷一丁目 17 1,151-0051,35.6785723,139.7120871,relation,2067459,
ちがむら球技場,陸上競技場・トラック,東京都,,,,35.8277188,139.2760702,relation,2750446,
陸上競技場,陸上競技場・トラック,東京都,,,,35.6522421,139.3244489,relation,8067875,
総合グラウンド,陸上競技場・トラック,東京都,,,,35.7074837,139.4930827,relation,8098099,
MUFGスタジアム,競技場,東京都,,,,35.6778206,139.7145459,relation,10071391,
今井総合運動広場,陸上競技場・トラック,東京都,,,,35.8039637,139.3095186,relation,18580561,
木野下１丁目運動広場,陸上競技場・トラック,東京都,青梅市,青梅市 1 11,198-0013,35.807514,139.2996494,relation,19757631,
等々力補助競技場,陸上競技場・トラック,神奈川県,,,,35.5879837,139.6490409,node,758678720,
等々力陸上競技場,陸上競技場・トラック,神奈川県,,,,35.5858,139.6527088,node,758678735,
日産スタジアム,競技場,神奈川県,横浜市,横浜市 港北区小机町3300,222-0036,35.5099929,139.6063831,way,119477713,
多目的広場,陸上競技場・トラック,神奈川県,,,,35.4666969,139.4107947,way,162379907,
柏尾野外活動シルバー健康広場,陸上競技場・トラック,神奈川県,,,,35.4176401,139.5521258,way,165831642,
桜森スポーツ広場,陸上競技場・トラック,神奈川県,,,,35.468272,139.4444222,way,176008005,
下福田スポーツ広場,陸上競技場・トラック,神奈川県,,,,35.432301,139.4516678,way,203087713,
藤嶺学園藤沢中学・高等学校サブグラウンド,陸上競技場・トラック,神奈川県,,,,35.3483486,139.4871893,way,209749027,
ひらつかサン・ライフアリーナ,競技場,神奈川県,,,,35.3360717,139.3640768,way,215591348,
三ツ沢公園陸上競技場,陸上競技場・トラック,神奈川県,,,,35.4700444,139.6015334,way,217034317,
杉田臨海緑地 多目的広場,陸上競技場・トラック,神奈川県,,,,35.385097,139.6272181,way,249320867,
不入斗公園陸上競技場,陸上競技場・トラック,神奈川県,,,,35.2677999,139.665608,way,263741858,
三増公園陸上競技場,陸上競技場・トラック,神奈川県,,,,35.5482073,139.3002188,way,331598769,
レモンガススタジアム平塚,競技場,神奈川県,,,,35.3435927,139.3411527,way,398855030,
湘南バンク平塚競輪,陸上競技場・トラック,神奈川県,,,,35.3255342,139.3634126,way,405028885,
城山陸上競技場,陸上競技場・トラック,神奈川県,小田原市,小田原市 2丁目 29,,35.2548783,139.1447894,way,499589488,
相模原ギオンフィールド,陸上競技場・トラック,神奈川県,,,,35.528596,139.3856545,way,503005380,
大野台こもれびふれあい広場,陸上競技場・トラック,神奈川県,,,,35.544866,139.4071494,way,545583894,
東海大学湘南キャンパス高間原第2グラウンド,陸上競技場・トラック,神奈川県,,,,35.3617476,139.2788979,way,564966962,
東海大学湘南キャンパス多目的グラウンド,陸上競技場・トラック,神奈川県,,,,35.3601406,139.2762086,way,564966967,
GLPアルファリンク相模原 マルチコート,陸上競技場・トラック,神奈川県,,,,35.5614791,139.342438,way,1085714494,
藤嶺学園藤沢中学・高等学校 総合グラウンド,陸上競技場・トラック,神奈川県,,,,35.3512709,139.4866634,way,1211515876,
外周走路,陸上競技場・トラック,神奈川県,,,,35.42093,139.30493,way,1449593570,
競技場,陸上競技場・トラック,神奈川県,,,,35.4754983,139.4576028,relation,2737836,
三ツ沢公園陸上競技場,陸上競技場・トラック,神奈川県,,,,35.4700146,139.6015827,relation,7772752,
補助競技場,陸上競技場・トラック,神奈川県,,,,35.4704837,139.6034402,relation,9042147,
陸上競技場,陸上競技場・トラック,神奈川県,,,,35.5517997,139.6482116,relation,17903373,
デンカビッグスワンスタジアム,競技場,新潟県,,,,37.8825518,139.0591618,way,42744784,
人工芝グラウンド,陸上競技場・トラック,新潟県,,,,37.9513937,139.3401232,way,343555128,
柏崎市陸上競技場,陸上競技場・トラック,新潟県,,,,37.3724368,138.5544512,way,348815741,
上越市営陸上競技場,陸上競技場・トラック,新潟県,,,,37.1081284,138.2532341,way,350750538,
新潟市陸上競技場補助競技場,陸上競技場・トラック,新潟県,,,,37.9114938,139.0375813,way,354223668,
天然芝多目的グラウンド,陸上競技場・トラック,新潟県,,,,37.9354527,139.3577963,way,360971577,
五十公野公園陸上競技場,陸上競技場・トラック,新潟県,,,,37.9384094,139.3556928,way,360971581,
佐渡市陸上競技場,陸上競技場・トラック,新潟県,,,,37.9715239,138.3498671,way,363069957,
長岡市寺泊体育館,陸上競技場・トラック,新潟県,,,,37.6451572,138.7683912,way,364837652,
ゲートボール場,陸上競技場・トラック,新潟県,,,,37.9426447,139.1176977,way,446022268,
新潟市新津金屋運動広場,陸上競技場・トラック,新潟県,,,,37.786782,139.1722405,way,446025573,
新津武道館,陸上競技場・トラック,新潟県,,,,37.7879062,139.112496,way,449618057,
胎内市総合グラウンド陸上競技場,陸上競技場・トラック,新潟県,,,,38.0690001,139.4000539,way,450512356,
糸魚川市陸上競技場,陸上競技場・トラック,新潟県,,,,37.0229772,137.868054,way,461651568,
南側広場,陸上競技場・トラック,新潟県,,,,37.9493617,139.3391256,way,584716840,
ゲートボール場,陸上競技場・トラック,新潟県,,,,37.9359887,139.3540091,way,584716863,
ゲートボール場,陸上競技場・トラック,新潟県,,,,37.9428877,139.1178016,way,587793556,
長岡市営陸上競技場,陸上競技場・トラック,新潟県,長岡市,長岡市 1丁目 5番地1,940-2105,37.4507683,138.8252682,way,631916180,https://miz-ss.com/mcm/
陸上競技場,陸上競技場・トラック,新潟県,,,,37.6556837,139.074561,way,905259191,
新潟市陸上競技場,陸上競技場・トラック,新潟県,,,,37.9131034,139.0369258,way,1303516786,
中津川運動公園,陸上競技場・トラック,新潟県,津南町,津南町,949-8201,37.0089154,138.6559561,relation,13153799,
陸上競技場,陸上競技場・トラック,新潟県,,,,37.8694739,138.93987,relation,14930957,
五福陸上競技場,陸上競技場・トラック,富山県,,,,36.6967774,137.1883132,way,185734220,
空港スポーツ緑地 陸上競技場,陸上競技場・トラック,富山県,,,,36.646914,137.1900991,way,339217413,
総合運動公園陸上競技場,陸上競技場・トラック,富山県,,,,36.6250204,137.1955737,way,548930586,
陸上競技場,陸上競技場・トラック,富山県,,,,36.7959915,137.4344007,way,561437827,
ボールパーク高岡(多目的広場),陸上競技場・トラック,富山県,,,,36.721327,136.9570289,way,976814634,
医王山運動広場,陸上競技場・トラック,石川県,,,,36.555339,136.759095,node,2144255648,
金沢テクノパーク運動広場,陸上競技場・トラック,石川県,,,,36.5945723,136.7176652,node,2144255659,
小松市末広陸上競技場,陸上競技場・トラック,石川県,,,,36.4011162,136.4403063,node,3139397509,
金沢市営陸上競技場,陸上競技場・トラック,石川県,,,,36.5410382,136.6438562,way,297022330,
金沢工業大学 グランド,陸上競技場・トラック,石川県,,,,36.5277211,136.6271391,way,304616714,
白山市立一木公民館グラウンド,陸上競技場・トラック,石川県,,,,36.5129289,136.5586943,way,372573391,
物見山陸上競技場,陸上競技場・トラック,石川県,,,,36.4490896,136.5506714,way,416633455,
陸上競技場,陸上競技場・トラック,石川県,,,,36.5456899,136.7111001,way,531086348,
朝日グラウンド,陸上競技場・トラック,石川県,,,,36.4469005,136.6339065,way,549919337,
加賀市陸上競技場,陸上競技場・トラック,石川県,,,,36.326916,136.3316262,way,587448510,
石川県陸上競技場,陸上競技場・トラック,石川県,,,,36.5758275,136.6052752,way,665455539,
運動場,陸上競技場・トラック,福井県,,,,36.1072603,136.2780093,way,180923161,
金津小学校グラウンド,陸上競技場・トラック,福井県,,,,36.2174543,136.225398,way,421755304,
グラウンド,陸上競技場・トラック,福井県,,,,36.2153843,136.1554073,way,424679904,
多目的グラウンド,陸上競技場・トラック,福井県,,,,35.4833487,135.6088061,way,769861175,
健康の森 400mトラック,陸上競技場・トラック,福井県,,,,36.0141041,136.1409113,way,1037468218,
丹南総合公園 多目的グラウンド,陸上競技場・トラック,福井県,,,,35.9287523,136.153878,way,1038197855,
福井運動公園補助競技場,陸上競技場・トラック,福井県,,,,36.0544761,136.1825018,way,1056412784,
芦原中学校グラウンド,陸上競技場・トラック,福井県,,,,36.2352623,136.1929261,way,1255641981,
伊井小学校グラウンド,陸上競技場・トラック,福井県,,,,36.1972558,136.2482522,way,1263939554,
北潟湖小学校グラウンド,陸上競技場・トラック,福井県,,,,36.2642063,136.2231953,way,1265585346,
あわら市本荘小学校グラウンド,陸上競技場・トラック,福井県,,,,36.206219,136.1955336,way,1267819715,
雄島小学校体育館グラウンド,陸上競技場・トラック,福井県,,,,36.2371159,136.1393206,way,1270191865,
柿原グラウンド,陸上競技場・トラック,福井県,,,,36.2396632,136.2432052,way,1296755189,
奥越ふれあい公園 陸上競技場,陸上競技場・トラック,福井県,,,,35.9642649,136.4970111,relation,18405518,
400mトラック,陸上競技場・トラック,山梨県,,,,35.454611,138.5985565,way,109404897,
忍野中学校,陸上競技場・トラック,山梨県,,,,35.4640678,138.8455826,way,168448756,
福寿荘 Cグラウンド,陸上競技場・トラック,山梨県,,,,35.4387646,138.9034569,way,168737674,
小瀬スポーツ公園陸上競技場,陸上競技場・トラック,山梨県,,,,35.6223426,138.5898326,way,489859764,
陸上競技場,陸上競技場・トラック,山梨県,,,,35.6237688,138.9763163,relation,3371165,
富士川いきいきスポーツ公園,陸上競技場・トラック,山梨県,,,,35.5477857,138.4674141,relation,9587912,
女神湖スポーツ広場,陸上競技場・トラック,長野県,,,,36.1342121,138.267337,way,24942757,
上田城跡公園陸上競技場,陸上競技場・トラック,長野県,,,,36.4058572,138.2443854,way,58702495,
女神湖スポーツ広場,陸上競技場・トラック,長野県,,,,36.1342338,138.2673926,way,62393142,
中野市営運動場,陸上競技場・トラック,長野県,,,,36.7573775,138.3825729,way,160695036,
サマーボブスレー,陸上競技場・トラック,長野県,,,,36.7511376,138.3420438,way,220237831,
サニアパーク陸上競技場,陸上競技場・トラック,長野県,,,,36.5227164,138.344197,way,228070390,
ワイルドクロスパーク GAIA,陸上競技場・トラック,長野県,,,,36.458512,137.797687,way,249333479,
霧ヶ峯陸上競技場,陸上競技場・トラック,長野県,,,,36.0974399,138.1580377,way,438352654,
伊那市陸上競技場,陸上競技場・トラック,長野県,,,,35.841197,137.9424652,way,443133771,
緑ヶ丘中学校グランド,陸上競技場・トラック,長野県,,,,35.4882417,137.8411633,way,493264664,
高家グランド,陸上競技場・トラック,長野県,,,,36.2724174,137.9291374,way,493270895,
荒神山陸上競技場,陸上競技場・トラック,長野県,,,,35.9671825,137.9910113,way,555440836,
茅野市陸上競技場,陸上競技場・トラック,長野県,,,,35.9939029,138.1653819,way,566505864,
サブトラック,陸上競技場・トラック,長野県,,,,36.6568316,138.233466,way,591691258,
菅平高原スポーツランド,陸上競技場・トラック,長野県,,,,36.5218776,138.3461342,way,712735370,
多目的グラウンド,陸上競技場・トラック,長野県,,,,36.2205893,137.9100395,way,727259784,
松商学園総合グランド,陸上競技場・トラック,長野県,,,,36.2188051,137.9071488,way,727261527,
室内多目的運動場,陸上競技場・トラック,長野県,,,,36.3671187,138.2327384,way,787346600,
中村旅館体育館,陸上競技場・トラック,長野県,,,,36.2993792,138.1349763,way,887059901,
のってみらっし キックバイクコース,陸上競技場・トラック,長野県,,,,35.8812996,137.9190732,way,915693018,https://cabtrail.com/
中央アルプスマウンテンバイクトレイル パンプトラック,陸上競技場・トラック,長野県,,,,35.8813016,137.9190765,way,942013838,https://cabtrail.com/
御嶽古道遊歩,陸上競技場・トラック,長野県,,,,35.8347086,137.5451089,way,1000938011,
御嶽古道遊歩,陸上競技場・トラック,長野県,,,,35.8370407,137.5441004,way,1000938012,
サンアップル陸上競技場,陸上競技場・トラック,長野県,,,,36.6809282,138.2575973,way,1374527359,
武石総合グラウンド,陸上競技場・トラック,長野県,,,,36.2800813,138.2284302,way,1395273070,
ペダリングコース,陸上競技場・トラック,長野県,,,,35.9101224,138.2063837,way,1436876863,
中山公園陸上競技場,陸上競技場・トラック,岐阜県,,,,36.1484319,137.2321526,node,1416000282,
補助競技場,陸上競技場・トラック,岐阜県,,,,35.4423381,136.7645099,way,466208218,
長良川競技場,陸上競技場・トラック,岐阜県,,,,35.4413319,136.7660858,way,466208226,
校庭,陸上競技場・トラック,岐阜県,,,,35.4851033,136.944497,way,497343638,
第1グラウンド,陸上競技場・トラック,岐阜県,,,,35.461315,137.0423379,way,1466926784,
第2グラウンド,陸上競技場・トラック,岐阜県,,,,35.4625876,137.0411728,way,1466926785,
第1グラウンド,陸上競技場・トラック,岐阜県,,,,35.386854,136.7345014,way,1506935204,
多目的運動場,陸上競技場・トラック,岐阜県,,,,35.3853776,136.7400017,way,1506935207,
多目的コート,陸上競技場・トラック,岐阜県,,,,35.3876451,136.7362824,way,1506935210,
清水総合運動場陸上競技場,陸上競技場・トラック,静岡県,,,,34.9967315,138.492661,way,166754783,
四ツ池公園陸上競技場,陸上競技場・トラック,静岡県,,,,34.7449601,137.7345234,way,168747767,
陸上競技場,陸上競技場・トラック,静岡県,,,,34.961365,138.4358947,way,182070455,
弓道場,陸上競技場・トラック,静岡県,,,,34.7279346,137.8470198,way,250569680,
グラウンド,陸上競技場・トラック,静岡県,,,,34.7393696,137.9583169,way,288726029,
静岡県草薙総合運動場陸上競技場,陸上競技場・トラック,静岡県,静岡市駿河区,静岡市駿河区 聖一色654,422-8007,34.9886726,138.4303934,way,396660569,
舞阪乙女園グラウンド,陸上競技場・トラック,静岡県,,,,34.6947075,137.5962986,way,416487874,https://www.city.hamamatsu.shizuoka.jp/maps/n-maisakaotome_g.html
裾野市運動公園陸上競技場,陸上競技場・トラック,静岡県,,,,35.2357195,138.8934459,way,416829590,
御殿場市陸上競技場,陸上競技場・トラック,静岡県,,,,35.3135573,138.9111496,way,416830771,
多目的運動広場,陸上競技場・トラック,静岡県,,,,34.7524287,137.980844,way,422819758,
投てき場,陸上競技場・トラック,静岡県,,,,34.742331,137.9723264,way,511182479,
ハンマー・円盤投場,陸上競技場・トラック,静岡県,,,,34.7425746,137.9725673,way,512182942,
やり投トラック,陸上競技場・トラック,静岡県,,,,34.7426653,137.9724284,way,512182943,
多目的広場,陸上競技場・トラック,静岡県,,,,34.6693301,137.7469202,way,574918027,
巨石の森公園多目的広場,陸上競技場・トラック,静岡県,,,,34.9107703,138.2685512,way,585115669,
多目的スポーツ広場,陸上競技場・トラック,静岡県,,,,34.7024575,137.6144296,way,631847602,
菊川運動公園 炭焼きさわやか菊川グラウンド,陸上競技場・トラック,静岡県,,,,34.7561836,138.0706869,way,688162105,
浜松聖星高等学校 佐鳴湖グラウンド,陸上競技場・トラック,静岡県,,,,34.7170429,137.6808779,way,759970920,
藤枝総合運動公園 陸上競技場,陸上競技場・トラック,静岡県,,,,34.8810363,138.2346629,way,819667352,
藤枝総合運動公園 陸上競技場,陸上競技場・トラック,静岡県,,,,34.880609,138.2350973,way,819667353,
興誠学園グランド,陸上競技場・トラック,静岡県,,,,34.750125,137.6752279,way,904602308,
瓜内スポーツ広場,陸上競技場・トラック,静岡県,,,,34.6798955,137.7291709,way,1022445942,
沖洗運動場,陸上競技場・トラック,静岡県,,,,34.6860784,137.6992718,way,1029326995,
笹田学園運動場,陸上競技場・トラック,静岡県,,,,34.7012362,137.7249404,way,1268152892,
砲丸投場,陸上競技場・トラック,静岡県,,,,34.7425543,137.9722661,relation,7437586,
補助競技場,陸上競技場・トラック,静岡県,,,,34.7436093,137.9735294,relation,9967147,
補助競技場,陸上競技場・トラック,静岡県,,,,34.9893908,138.4278826,relation,14966630,
ふれあいパーク鳳来,陸上競技場・トラック,愛知県,,,,34.9369467,137.5718645,node,667217512,
藤岡体育センター,陸上競技場・トラック,愛知県,,,,35.199251,137.2083371,node,4361927307,
グラウンド大,陸上競技場・トラック,愛知県,,,,34.991011,137.6245844,node,4895479489,
グラウンド小,陸上競技場・トラック,愛知県,,,,34.9919778,137.6250887,node,4895479490,
東栄ドーム,陸上競技場・トラック,愛知県,,,,35.0668566,137.7065132,way,81232344,
運動広場,陸上競技場・トラック,愛知県,,,,34.8934034,137.5034299,way,98081996,
東栄町 陸上競技場,陸上競技場・トラック,愛知県,,,,35.066201,137.7068069,way,116472645,
村立豊根小学校・中学校,陸上競技場・トラック,愛知県,,,,35.1445317,137.702904,way,141054243,
石巻運動広場,陸上競技場・トラック,愛知県,,,,34.7978941,137.4432788,way,176168047,
豊川市陸上競技場,陸上競技場・トラック,愛知県,,,,34.8283676,137.3743674,way,201525071,
さかき運動場,陸上競技場・トラック,愛知県,,,,35.2835502,136.8864656,way,236146146,
服岡広場,陸上競技場・トラック,愛知県,,,,35.093145,136.7890059,way,260232201,
グラウンド,陸上競技場・トラック,愛知県,,,,35.138767,136.8209645,way,264880316,
中根町ふれあい広場,陸上競技場・トラック,愛知県,,,,35.022929,137.0879418,way,405794738,
前林北ふれあい広場,陸上競技場・トラック,愛知県,,,,35.0449167,137.074342,way,409506941,
陸上競技場,陸上競技場・トラック,愛知県,,,,34.9370778,137.5407731,way,427953187,
第2グランド,陸上競技場・トラック,愛知県,,,,34.7410801,137.3841092,way,454089214,
須ヶ谷グランド,陸上競技場・トラック,愛知県,,,,35.2306192,136.7542214,way,477659378,
祖父江の森多目的運動場,陸上競技場・トラック,愛知県,,,,35.2473335,136.7289331,way,477665956,
グラウンド,陸上競技場・トラック,愛知県,,,,35.1667712,136.7553129,way,490456112,
明海広場,陸上競技場・トラック,愛知県,,,,34.7102649,137.323202,way,492697781,
グラウンド,陸上競技場・トラック,愛知県,,,,35.3391576,136.9473138,way,492880708,
名古屋商科大学陸上競技場,陸上競技場・トラック,愛知県,,,,35.1557018,137.0955541,way,493207857,
第１グラウンド,陸上競技場・トラック,愛知県,,,,35.0465358,136.9872098,way,493789801,
第４グラウンド,陸上競技場・トラック,愛知県,,,,35.0459388,136.9888616,way,493789811,
第３グラウンド,陸上競技場・トラック,愛知県,,,,35.0444755,136.9876939,way,493801844,
陸上競技場,陸上競技場・トラック,愛知県,,,,34.9731396,137.0895787,way,496753685,
大口町総合運動場,陸上競技場・トラック,愛知県,,,,35.3303925,136.9093477,way,497544660,
豊橋創造大学グラウンド,陸上競技場・トラック,愛知県,,,,34.7761031,137.4075911,way,499095834,
陸上競技場,陸上競技場・トラック,愛知県,,,,35.2415121,137.0810202,way,499342560,
豊田自動織機刈谷グラウンド,陸上競技場・トラック,愛知県,,,,34.9918791,136.9926059,way,500212847,
陸上競技場,陸上競技場・トラック,愛知県,,,,35.1333257,137.1862364,way,501625884,
知多運動公園陸上競技場,陸上競技場・トラック,愛知県,,,,34.9998844,136.8671511,way,502051629,
陸上競技場,陸上競技場・トラック,愛知県,,,,35.0513676,137.0457234,way,508221354,
グラウンド,陸上競技場・トラック,愛知県,,,,34.6071835,137.0381195,way,517969236,
白谷海浜公園・陸上競技場,陸上競技場・トラック,愛知県,,,,34.6839497,137.2322689,way,522480855,
レクリエーション スポーツ広場,陸上競技場・トラック,愛知県,,,,34.7427349,137.4043161,way,524671229,
運動広場,陸上競技場・トラック,愛知県,,,,34.7490916,137.3716305,way,569173076,
坂田グラウンド,陸上競技場・トラック,愛知県,,,,34.7862108,137.0199358,way,579442385,
豊橋中央高等学校グラウンド,陸上競技場・トラック,愛知県,,,,34.750777,137.3926169,way,590674830,
半田運動公園陸上競技場,陸上競技場・トラック,愛知県,,,,34.9031577,136.8830703,way,676041213,https://www.city.handa.lg.jp/sports/bunka/leisure/sportsshisetsu/undokoen/rikujo.html
半田上浜グラウンド,陸上競技場・トラック,愛知県,半田市,半田市 26-4,4750804,34.8963713,136.9396938,way,682037799,https://www.city.handa.lg.jp/sports/bunka/leisure/sportsshisetsu/handakamihamaground.html
